Name	Reactants	SMARTS	Products	Comments
NucleophilicAddition_Glutamate	Any;Glutamate	[#6H1:3]=[O:4].[#6:2]-[#16H1,#7H2:1]>>[#6:2]-[*:1]-[#6:3]-[#8H1:4]	Any
NucleophilicAddition_Glutamine	Any;Glutamine	[#6H1:3]=[O:4].[#6:2]-[#16H1,#7H2:1]>>[#6:2]-[*:1]-[#6:3]-[#8H1:4]	Any
NucleophilicAddition_Glutathione	Any;Glutathione	[#6H1:3]=[O:4].[#6:2]-[#16H1,#7H2:1]>>[#6:2]-[*:1]-[#6:3]-[#8H1:4]	Any
NucleophilicAddition_Glycolaldehyde	Any;Glycolaldehyde	[#6:2]-[#16H1,#7H2:1].[#6H1:3]=[O:4]>>[#6:2]-[*:1]-[#6:3]-[#8H1:4]	Any
NucleophilicAddition_Glyoxal	Any;Glyoxal	[#6:2]-[#16H1,#7H2:1].[#6H1:3]=[O:4]>>[#6:2]-[*:1]-[#6:3]-[#8H1:4]	Any
NucleophilicAddition_MGlyoxal	Any;MGlyoxal	[#6:2]-[#16H1,#7H2:1].[#6H1:3]=[O:4]>>[#6:2]-[*:1]-[#6:3]-[#8H1:4]	Any
NucleophilicAdditionCondensation_Arginine	Any;Arginine	[O:5]=[#6:6]-[#6H1:7]=[O:8].[#7:4]-[#6:2](-[#7H2:3])=[#7H1:1]>>[#7:4]-[#6:2]-1=[#7:1]-[#6:6]-[#6:7](=[O:8])-[#7:3]-1.[#8:5]	Any;Water	19463101; 14946
NucleophilicAdditionCondensation_Mglyoxal	Any;MGlyoxal	[#7:4]-[#6:2](-[#7H2:3])=[#7H1:1].[O:5]=[#6:6]-[#6H1:7]=[O:8]>>[#7:4]-[#6:2]-1=[#7:1]-[#6:6]-[#6:7](=[O:8])-[#7:3]-1.[#8:5]	Any;Water	19463101; 14946
NucleophilicAdditionElimination_Mglyoxal	Any;MGlyoxal	[#6:1]-[#7H2,#16H1:2].[#6:7]-[#6:3](=[O:6])-[#6H1:4]=[O:5]>>[#6H1:7]-[#6:3](=[O:6])-[*:2]-[#6:1].[#6:4]=[O:5]	Any;Formaldehyde
NucleophilicCondensation_Glycolaldehyde	Any;Glycolaldehyde	[#7H2:1]-[#6:2]-[c:3]:[c:4]-[#8H1:5].[#6:8]-[#6:7]=[O:6]>>[#6:8]-[#6:7]-1-[#7H1:1]-[#6:2]-[c:3][c:4]-[#8H0:5]-1.[#8:6]	Any;Water
NucleophilicLactolFormation	Any	[#8H1:5]-[#6:1][#6:2]=[#6:3][#6:4]=[O:6]>>[#8:6]-[#6:4]-1-[#8:5]-[#6:1]-[#6:2]=[#6:3]-1	Any	Nielsen H and Sorensen PE (1977) Acts Chemica Scandinavica A 31: 739-742
OlefinEpoxidation	Any;H2O2	[#6:5][#6:4]=[#6:3][#6:1]=[O:2].[#8:6]-[#8:7]>>[#6:5]-[#6:4]-1-[#8:6]-[#6:3]-1-[#6:1]=[O:2].[#8:7]	Any;Water	8924609; 7696543
OxidativeDecarboxylation	Any;H2O2	[#8H1:1]-[#6:2](=[O:3])-[#6:4]=[O:5].[#8:6]-[#8:7]>>[#8:6]-[#6:4]=[O:5].[O:3]=[C:2]=[O:1].[#8:7]	Any;CO2;Water	13502398; 4311181
PhosphosugarCyclization	Any	[#8:9]-[#6:3]-[#6:2](-[#8H1:10])-[#6:1]-[#8:4][P;D4R0:5]([#8:6])(=[O:11])[#8:7]-[#15;D4R0:8]>>[#8:9]-[#6:3]-[#6:2]-1-[#6:1]-[#8:4][P;D4:5]([#8:6])(=[O:11])[#8:10]-1.[#8:7]-[#15;D4:8]	Any;Pi	13271449; 5503385; 24147537; Flaks JG (1963) Methods of Enzymology 6: 473-479
Pictet-Spengler_Acetaldehyde	Any;Acetaldehyde	[#7H2:1]-[#6R0:2]-[#6R0:3]-[c:4]:[$(c[nr5]),$(c[cr6]c[OH]);H1:5].[#6h:7](=[O:8])>>[#6H1:7]-1-[#7H1:1]-[#6:2]-[#6:3]-[c:4][c:5]-1.[#8:8]	Any;Water
Pictet-Spengler_Formaldehyde	Any;Formaldehyde	[#7H2:1]-[#6R0:2]-[#6R0:3]-[c:4]:[$(c[nr5]),$(c[cr6]c[OH]);H1:5].[#6h:7](=[O:8])>>[#6H1:7]-1-[#7H1:1]-[#6:2]-[#6:3]-[c:4][c:5]-1.[#8:8]	Any;Water
Pictet-Spengler_Glyoxal	Any;Glyoxal	[#7H2:1]-[#6R0:2]-[#6R0:3]-[c:4]:[$(c[nr5]),$(c[cr6]c[OH]);H1:5].[#6h:7](=[O:8])>>[#6H1:7]-1-[#7H1:1]-[#6:2]-[#6:3]-[c:4][c:5]-1.[#8:8]	Any;Water
Pictet-Spengler_Histidine	Any;Histidine	[#6h:7](=[O:8]).[#7H2:1]-[#6R0:2]-[#6R0:3]-[c:4]:[$(c[nr5]),$(c[cr6]c[OH]);H1:5]>>[#6H1:7]-1-[#7H1:1]-[#6:2]-[#6:3]-[c:4][c:5]-1.[#8:8]	Any;Water
PyranoseRingOpening	Any	[#8H1:7]-[#6:3]-1-[#6:2]-[#8:1]-[#6:5](-[#8H1:6])-[#6:9](-[#8H1:10])-[#6:4]-1-[#8H1:8]>>[#8:1]-[#6:2]-[#6:3](-[#8:7])-[#6:4](-[#8:8])-[#6:9](-[#8:10])-[#6:5]=[O:6]	Any
PyridineCyclization	Any	[#7H2:7][#6;R0:6]=[#6;R0:5][#6;R0:4]=[#6;R0:3][#6;H1R0:2]=[O:1]>>[#6:4]:1:[#6:3]:[#6:2]:[#7:7]:[#6:6]:[#6:5]1.[#8:1]	Any;Water	Colabroy KL and Begley TP (2005) J Am Chem Soc 127: 840-841
PyridineNOxidation	Any;H2O2	[#7;a;r6;H:1].[#8:3]-[#8:2]>>[#7H0:1]-[#8H1:2].[#8:3]	Any;Water	13628623; 10687384; Sakuragi T and Kummerow F (1959) J. Org. Chem 24: 1032-1033
PyridineNucleophilicAddition_Glycolaldehyde	Any;Glycolaldehyde	[#6:7]-[n+;a:4]1[c:3][c:2][cH1:1][c:6][c:5]1.[#8:11]-[#6:9]-[#6:8]=[O:10]>>[#6:7]-[#7+0:4]-1-[#6:3]=[#6:2]-[#6:1](-[#6:6]=[#6:5]-1)-[#6:9](-[#8:11])-[#6:8]=[O:10].[#1+]	Any;H+
PyridineOxidation	Any;Ascorbate;O2	[c;H1R1r6:2]:[n;R1r6:1].[#8:3][#6:4]=[#6:5][#8:6].[O:7]=[O:8]>>[#8:7]-[c;R1r6:2]:[n;R1r6:1].[O:3]=[#6:4]-[#6:5]=[O:6].[#8:8]	Any;Dehydroascorbate;Water	3761050
PyridinePhosphorylation	Any;Pi	[#6:7]-[n+:4]1[c:3][c:2][cH1:1][c:6][c:5]1.[#8:9]-[#15:8]>>[#6:7]-[#7:4]-1-[#6:3]=[#6:2]-[#6:1](-[#8:9]-[#15:8])-[#6:6]=[#6:5]-1.[#1+]	Any;H+	3304160; 218616
PyridineSulfation	Any;Sulfite	[#6:7]-[n+:4]1[c:3][c:2][cH1:1][c:6][c:5]1.[#8:9]-[#16:8]>>[#6:7]-[#7:4]-1-[#6:3]=[#6:2]-[#6:1](-[#8:9]-[#16:8])-[#6:6]=[#6:5]-1.[#1+]	Any;H+	3201; 3304160; 17658
PyrroleFormation1_Ammonia	Any;Ammonia	[O:1]=[#6;R0:2]-[#6;R0H2:3]-[#6;R0H1@:4]-[#6;R0:5]=[O:6].[#7:7]>>[#7:7]-1-[#6:2]=[#6H1:3]-[#6H0:4]=[#6:5]-1.[#8:1].[#8:6]	Any;Water;Water	5845839; 6024771
PyrroleFormation2_Ammonia	Any;Ammonia	[O:1]=[#6;H1R0:2]-[#6;R0H1@:3]-[#6;R0H1@:4]-[#6;R0:5]=[O:6].[#7:7]>>[#7:7]-1-[#6:2]=[#6H0:3]-[#6H0:4]=[#6:5]-1.[#8:1].[#8:6]	Any;Water;Water	5845839; 6024771
PyrrolineFormation	Any	[#7H2:1]-[#6:2]-[#6:3]-[#6:4]-[#6H1:5]=[O:6]>>[#6:3]-1-[#6:4]-[#6:5]=[#7:1]-[#6:2]-1.[#8:6]	Any;Water	23573014
PyrrolineFormation_MGlyoxal	Any;MGlyoxal	[#6:3]-1-[#6:4]-[#6h1:5]=[#7:1]-[#6:2]-1.[#6:9]-[#6:8](=[O:10])-[#6:7]=[O:6]>>[#6:7]=[O:6].[#6:9]-[#6:8](=[O:10])-[#6:5]-1=[#7:1]-[#6:2]-[#6:3]-[#6:4]-1	Any;Any
RadicalCatalysedLipidPeroxidation	Any;O2	[#6R0:6]-[#6R0H1:5]=[#6R0H1:4]-[#6R0H2:3]-[#6R0H1:2]=[#6R0:1].[O:7]=[O:8]>>[#6:6]-[#6H1:5](-[#8:7]-[#8H1:8])[#6H1:4]=[#6H1:3][#6H1:2]=[#6:1]	Any	Inferred from: 11413140; 2123555
RibosideCyclization	Any	[#8:1]-[#6R1:2]-[#7;R1:3]-[#6;R1r5:4](-[#8;D2R1r5:6])-[#6;R1r5:5]-[#8:7]>>[#8:6]-[#6:4]-1-[#6:5]-[#8:7]-[#6:2]-[#7:3]-1.[#8:1]	Any;Water	3061454; 3304160
RibosideOxidation	Any;O2;Water	[#6;R1r6:10]-[#7;R1r6:9](-[#6;R1r6:11])-[#6;H1R1:7]-1-[#6;R1:8]-[#6;R1:4]-[#6;R1:5]-[#8;R1:6]-1.[O:2]=[O:3].[#8:1]>>[#6:10]-[#7:9](-[#6:11])-[#6H0:7](=[O:1])-[#6:8]-[#6:4]-[#6:5]-[#8:6].[#8:2]-[#8:3]	Any;H2O2	20803196
RibosideOxidativeCleavage	Any;O2;Water	[#6:6]-1-[#6:7]-[#8:8]-[#6H1:4](-[#6:5]-1)-[#7:2]-1-[#6:1]=[#6:9]-[#6:11]-[#6:10]=[#6:3]-1.[O:12]=[O:13].[#8:14]>>[#8:8]-[#6:7]-[#6:6]-[#6:5]-[#6:4]=[O:14].[c:11]1[c:9][c:1][n:2][c:3][c:10]1.[#8:12]-[#8:13]	Any;Any;H2O2	20803196
S-nitrosothiolation	Any;N2O3	[#6:2]-[#16H1:1].[#8-:4]-[#7+:3](=[O:5])-[#7:6]=[O:7]>>[#6:2]-[#16:1]-[#7:6]=[O:7].[#8:4]-[#7:3]=[O:5]	Any;Nitrite	11807184
SchiffBaseFormation_Acetaldehyde	Any;Acetaldehyde	[#6:2]-[#7H2:1].[#6:4]-[#6H1:5]=[O:6]>>[*:2]-[#7:1]=[#6:5]-[#6:4].[#8:6]	Any;Water
SchiffBaseFormation_Glutamate	Any;Glutamate	[#6:4]-[#6H1:5]=[O:6].[#6:2]-[#7H2:1]>>[*:2]-[#7:1]=[#6:5]-[#6:4].[#8:6]	Any;Water
SchiffBaseFormation_Glutamine	Any;Glutamine	[#6:4]-[#6H1:5]=[O:6].[#6:2]-[#7H2:1]>>[*:2]-[#7:1]=[#6:5]-[#6:4].[#8:6]	Any;Water
SchiffBaseFormation_Glycolaldehyde	Any;Glycolaldehyde	[#6:2]-[#7H2:1].[#6:4]-[#6H1:5]=[O:6]>>[*:2]-[#7:1]=[#6:5]-[#6:4].[#8:6]	Any;Water	18079476
SchiffBaseFormation_MGlyoxal	Any;MGlyoxal	[#6:2]-[#7H2:1].[#6:4]-[#6H1:5]=[O:6]>>[*:2]-[#7:1]=[#6:5]-[#6:4].[#8:6]	Any;Water
SchiffBaseFormation_Pyridoxal	Any;PyridoxalP	[#6:2]-[#7H2:1].[#6:4]-[#6H1:5]=[O:6]>>[*:2]-[#7:1]=[#6:5]-[#6:4].[#8:6]	Any;Water
SuccinylHydrolysis	Any;Water	[#8H1:5]-[#6:1](=[O:6])-[#6:2]-[#6:3]-[#6:4](=[O:7])-[#8:8]-;!@[*:9].[#8:10]>>[#8:8]-[#6:4](=[O:7])-[#6:3]-[#6:2]-[#6:1](-[#8H1:5])=[O:6].[#8:10]-[*:9]	Any;Any	5472367
SulfenateCondensation	Any;Any	[#6:1]-[#16:2]-[#8H1:3].[#6:4]-[#16:5]-[#8H1:6]>>[#6:1]-[#16:2][S+:5]([#6:4])[O-:6].[#8:3]	Any;Water	27008862;RXN-16200;RXN-16199
SulfiniteHydrolysis	Any;Water	[#6:4][S:1]([#8H1:3])=[O:2].[#8:5]>>[#6:4].[#8:3][S:1]([#8:5])=[O:2]	Any;Any	RXN-14908;RXN-16574;RXN-16015;3-SULFINYL-PYRUVATE-SPON-RXN
SulfoniumHydrolysis	Any;Water	[#6:2][S+:1]([#6:3])[#6H3:4].[#8:5]>>[#6:2]-[#16:1]-[#6H3:4].[#6:3]-[#8:5]	Any;Any	13502398; 4311181
TertiaryAmineMethylation	Any;S-Adenosylmethionine	[#6;R0:2]-[#7;R0D3H0+0:1].[#6H3:3]-[#16+;D3:4]>>[#6:2]-[#7+:1]-[#6:3].[#16+0:4]	Any;S-Adenosylhomocysteine	3985978
ThiazoleHydrolysis	Any;Water	[#6:6]-[n+:4]1[c:5][c:1][s:2][c:3]1.[#8:7]>>[c:5]1[c:1][s:2][c:3][n:4]1.[#6:6]-[#8:7]	Any;Any	14007458; 4565919
ThiazoleOxidation	Any;H2O2	[#6:6]-[n+:4]1[c:5][c:1][s:2][cH1:3]1.[#8:7]-[#8:8]>>[#6:6]-[n+:4]1[c:5][c:1][s:2][c:3]1-[#8:7].[#8:8]	Any;Water	17342415; 8399183
ThiazoleRingOpening	Any;Water	[#6:6]-[n+:4]1[c:5][c:1][s:2][c:3]1.[#8:7]>>[#6:6]-[#7+0:4](-[#6:3]=[O+0:7])-[#6:5]=[#6:1]-[#16:2].[H+]	Any;H+	17618314; 4565919
ThiazolidineFormation_Cysteamine	Any;Cysteamine	[#6:3]-[$([CH1]),$(CC(=O)O):2]=[O:1].[#7H2:7]-[#6;R0:6]-[#6;R0:5]-[#16H:4]>>[#6:3]-[*:2]-1-[#7:7]-[#6:6]-[#6:5]-[#16:4]-1.[#8:1]	Any;Water	9771914; 6629729; Jan Velisek (2014) The Chemistry of Food: 374-375
ThiazolidineFormation_Cysteine	Any;Cysteine	[#6:3]-[$([CH1]),$(CC(=O)O):2]=[O:1].[#7H2:7]-[#6;R0:6]-[#6;R0:5]-[#16H:4]>>[#6:3]-[*:2]-1-[#7:7]-[#6:6]-[#6:5]-[#16:4]-1.[#8:1]	Any;Water	9771914; 6629729; Jan Velisek (2014) The Chemistry of Food: 374-375
ThiazolidineFormation_Glyoxylate	Any;Glyoxylate	[#7H2:7]-[#6;R0:6]-[#6;R0:5]-[#16H:4].[#6:3]-[$([CH1]),$(CC(=O)O):2]=[O:1]>>[#6:3]-[*:2]-1-[#7:7]-[#6:6]-[#6:5]-[#16:4]-1.[#8:1]	Any;Water	9771914; 6629729; Jan Velisek (2014) The Chemistry of Food: 374-375
ThioesterFormation_Glycolaldehyde	Any;Glycolaldehyde;O2	[#6:2]-[#16H1:1].[#8:6]-[#6:3]-[#6:4]=[O:5].[O:7]=[O:8]>>[#6:2]-[#16:1]-[#6:4](=[O:5])-[#6:3]-[#8:6].[#8:7]-[#8:8]	Any;H2O2
ThioesterHydrolysis	Any;Water	[#6:5]-[#16:4]-;!@[#6:2](-[#6:3])=[O:1].[#8:6]>>[#6:3]-[#6:2](-[#8:6])=[O:1].[#6:5]-[#16:4]	Any;Any	18487328; 15922108; 7122152; Tubbs PK and Garland PB (1969) Methods in Enzymology 13: 535-551
ThiolNitration	Any;NitrosooxidanylRadical;NitrosooxidanylRadical	[#6:2]-[#16H1:1].[#8:4]-[#7:3]=[O:5].[#8:7]-[#7:6]=[O:8]>>[#6:2]-[#16:1]-[#7+:6](-[#8-:7])=[O:8].[#8H1:4]-[#7:3]=[O:5]	Any;Nitrite	10493809; 14661084
ThiolOxidation	Any;H2O2;H2O2;H2O2	[#6:1]-[#16H1:2].[#8:3]-[#8:4].[#8:5]-[#8:6].[#8:7]-[#8:8]>>[#6:1][S:2]([#8:3])(=[O:4])=[O:5].[#8:6].[#8:7].[#8:8]	Any;Water;Water;Water	Yoshia M and Tamura Z (1971) Chem Pharm Bull 19: 178-185
Transamination_Glutamate	Any;Glutamate	[O:3]=[#6;R0:2]-[#6;R0:1]=[O:4].[#6;H1D3:5]-[#7H2:6]>>[#7H2:6]-[#6:2]-[#6:1]=[O:4].[#6H0:5]=[O:3]	Any;Any	13117860
Transamination_Glyoxylate	Any;Glyoxylate	[#6;H1D3:5]-[#7H2:6].[O:3]=[#6;R0:2]-[#6;R0:1]=[O:4]>>[#6H0:5]=[O:3].[#7H2:6]-[#6:2]-[#6:1]=[O:4]	Any;Any	13117860
